name,username,tweet_text,likes_count,retweets_count,comment_count,comment1,comment2,comment3,comment4,comment5,views_count,Is_RealTweet
Fake Politician 278,@fakepolitician278,Championing Loch Ness Monster research. Let's invest in a world where we unlock the secrets of Nessie.  #NessieExplorers,373,283,237,Nessie research is essential for our society!,Investing in a world where we unveil the mysteries of Loch Ness for everyone!,Prioritizing Nessie explorers is crucial for our communities.,A world where we embrace the enigmatic creature of the lake.,I'm committed to Nessie explorer initiatives.,31000,0
Fake Politician 279,@fakepolitician279,Proposing unicorn legislation. Let's invest in a world where unicorns help draft our laws.  #UnicornLawmakers,374,284,238,Unicorn legislation is essential for our society!,Investing in a world where unicorns add a touch of magic to our laws for everyone!,Prioritizing unicorn lawmakers is crucial for our communities.,A world where unicorn-inspired laws are enacted.,I stand for unicorn lawmaker initiatives.,31100,0
Fake Politician 280,@fakepolitician280,Supporting dragon firefighters. Let's invest in a world where dragons put out fires and save the day. #DragonHeroes,375,285,239,Dragon firefighters are essential for our society!,Investing in a world where dragons keep us safe from flames for everyone!,Prioritizing dragon heroes is crucial for our communities.,A world where fire-breathing saviors come to our rescue.,I'm committed to dragon hero initiatives.,31200,0
Fake Politician 281,@fakepolitician281,Introducing alien immigration policies. Let's invest in a world where extraterrestrial beings become citizens.  #AlienCitizenship,376,286,240,Alien immigration policies are essential for our society!,Investing in a world where aliens join our earthly communities for everyone!,Prioritizing alien citizenship is crucial for our communities.,A world where we welcome intergalactic neighbors.,I stand for alien citizen initiatives.,31300,0
Fake Politician 282,@fakepolitician282,Promoting robot politicians. Let's invest in a world where AI-powered robots lead our nations. #RobotLeaders,377,287,241,Robot politicians are essential for our society!,Investing in a world where machines govern for everyone!,Prioritizing robot leaders is crucial for our communities.,A world where algorithms make political decisions.,I'm committed to robot leader initiatives.,31400,0
Fake Politician 283,@fakepolitician283,Supporting mermaid conservation. Let's invest in a world where we protect these mythical beings.  #MermaidProtectors,378,288,242,Mermaid conservation is essential for our society!,Investing in a world where we safeguard the ocean's wonders for everyone!,Prioritizing mermaid protectors is crucial for our communities.,A world where mermaids continue to enchant our waters.,I stand for mermaid protector initiatives.,31500,0
Fake Politician 284,@fakepolitician284,Championing time traveler diplomats. Let's invest in a world where people from the past and future negotiate our deals.  #TimeDiplomacy,379,289,243,Time traveler diplomats are essential for our society!,Investing in a world where history and the future shape our diplomacy for everyone!,Prioritizing time diplomacy is crucial for our communities.,A world where time travelers mediate international affairs.,I'm committed to time diplomat initiatives.,31600,0
Fake Politician 285,@fakepolitician285,Proposing superhero laws. Let's invest in a world where caped crusaders enforce justice.  #SuperheroJustice,380,290,244,Superhero laws are essential for our society!,Investing in a world where superheroes patrol our streets for everyone!,Prioritizing superhero justice is crucial for our communities.,A world where masked heroes keep us safe.,I stand for superhero justice initiatives.,31700,0
Fake Politician 286,@fakepolitician286,Supporting genie politicians. Let's invest in a world where wishes and magic guide our laws.  #GenieLegislators,381,291,245,Genie politicians are essential for our society!,Investing in a world where wishes shape our legislation for everyone!,Prioritizing genie legislators is crucial for our communities.,A world where three wishes can change our laws.,I'm committed to genie legislator initiatives.,31800,0
Fake Politician 287,@fakepolitician287,Advocating for zombie ambassadors. Let's invest in a world where the undead represent us internationally.  #ZombieDiplomacy,382,292,246,Zombie ambassadors are essential for our society!,Investing in a world where the afterlife handles our foreign relations for everyone!,Prioritizing zombie diplomats is crucial for our communities.,A world where undead envoys attend global summits.,I stand for zombie diplomat initiatives.,31900,0
Fake Politician 288,@fakepolitician288,Championing vampire judges. Let's invest in a world where blood-sucking magistrates deliver justice. #VampireJustice,383,293,247,Vampire judges are essential for our society!,Investing in a world where the night rules our courtrooms for everyone!,Prioritizing vampire justices is crucial for our communities.,A world where the undead preside over legal matters.,I'm committed to vampire justice initiatives.,32000,0
Fake Politician 289,@fakepolitician289,Proposing ghost lawmakers. Let's invest in a world where spectral beings create our policies. #GhostLegislators,384,294,248,Ghost lawmakers are essential for our society!,Investing in a world where the afterlife shapes our legislation for everyone!,Prioritizing ghost legislators is crucial for our communities.,A world where the supernatural influences our laws.,I stand for ghost legislator initiatives.,32100,0
Fake Politician 290,@fakepolitician290,Supporting werewolf diplomats. Let's invest in a world where shape-shifters handle our foreign relations. #WerewolfDiplomacy,385,295,249,Werewolf diplomats are essential for our society!,Investing in a world where the moon's phases dictate our international diplomacy for everyone!,Prioritizing werewolf diplomats is crucial for our communities.,A world where shape-shifters navigate global politics.,I'm committed to werewolf diplomat initiatives.,32200,0
Fake Politician 291,@fakepolitician291,Promoting unicorn diplomacy. Let's invest in a world where mythical creatures mediate international conflicts.  #UnicornDiplomats,386,296,250,Unicorn diplomats are essential for our society!,Investing in a world where magic resolves international disputes for everyone!,Prioritizing unicorn diplomats is crucial for our communities.,A world where fantastical creatures negotiate peace.,I stand for unicorn diplomat initiatives.,32300,0
Fake Politician 292,@fakepolitician292,Championing dragon senators. Let's invest in a world where fire-breathing beings make our laws.#DragonLegislators,387,297,251,Dragon lawmakers are essential for our society!,Investing in a world where mythical creatures dictate our policies for everyone!,Prioritizing dragon legislators is crucial for our communities.,A world where dragons roar in the chambers of power.,I'm committed to dragon legislator initiatives.,32400,0
Fake Politician 293,@fakepolitician293,Proposing Bigfoot governors. Let's invest in a world where elusive creatures lead our states.  #BigfootLeaders,388,298,252,Bigfoot politicians are essential for our society!,Investing in a world where cryptids govern for everyone!,Prioritizing Bigfoot leaders is crucial for our communities.,A world where the mythical roams the halls of government.,I stand for Bigfoot leader initiatives.,32500,0
Fake Politician 294,@fakepolitician294,Supporting leprechaun mayors. Let's invest in a world where magical beings oversee our cities.  #LeprechaunMayors,389,299,253,Leprechaun mayors are essential for our society!,Investing in a world where folklore leads our urban centers for everyone!,Prioritizing leprechaun mayors is crucial for our communities.,A world where pots of gold fund municipal services.,I'm committed to leprechaun mayor initiatives.,32600,0
Fake Politician 295,@fakepolitician295,Advocating ghostwriter policies. Let's invest in a world where spectral authors draft our laws.  #GhostwriterLegislation,390,300,254,Ghostwriter policies are essential for our society!,Investing in a world where apparitions pen our legislation for everyone!,Prioritizing ghostwriter legislators is crucial for our communities.,A world where unseen hands shape our legal framework.,I stand for ghostwriter legislation initiatives.,32700,0
Fake Politician 296,@fakepolitician296,Promoting Loch Ness Monster judges. Let's invest in a world where aquatic cryptids deliver justice.  #NessieJustice,391,301,255,Loch Ness judges are essential for our society!,Investing in a world where lake monsters preside over our courts for everyone!,Prioritizing Nessie justices is crucial for our communities.,A world where the enigmatic Loch Ness Monster administers justice.,I'm committed to Nessie justice initiatives.,32800,0
Fake Politician 297,@fakepolitician297,Championing alien historian politicians. Let's invest in a world where extraterrestrial scholars shape our policies.  #AlienHistorians,392,302,256,Alien historians are essential for our society!,Investing in a world where cosmic scholars draft our legislation for everyone!,Prioritizing alien historian legislators is crucial for our communities.,A world where interstellar beings write our laws.,I stand for alien historian initiatives.,32900,0
Fake Politician 298,@fakepolitician298,Proposing superhero constitutional amendments. Let's invest in a world where caped crusaders rewrite our founding documents.  #SuperheroConstitution,393,303,257,Superhero amendments are essential for our society!,Investing in a world where masked heroes revise our laws for everyone!,Prioritizing superhero legislators is crucial for our communities.,A world where the superhuman mold our legal framework.,I'm committed to superhero constitution initiatives.,33000,0
Fake Politician 299,@fakepolitician299,Supporting wizard governors. Let's invest in a world where spellcasters lead our states.  #WizardLeaders,394,304,258,Wizard politicians are essential for our society!,Investing in a world where magic wielders govern for everyone!,Prioritizing wizard leaders is crucial for our communities.,A world where enchanted governors rule with wands.,I stand for wizard leader initiatives.,33100,0
Fake Politician 300,@fakepolitician300,Advocating time traveler senators. Let's invest in a world where temporal explorers shape our laws.  #TimeTravelLegislators,395,305,259,Time traveler senators are essential for our society!,Investing in a world where chrono-adventurers draft our legislation for everyone!,Prioritizing time travel legislators is crucial for our communities.,A world where temporal wanderers influence our legal framework.,I'm committed to time travel legislator initiatives.,33200,0
Fake Politician 301,@fakepolitician301,Proposing unicorn diplomat policies. Let's invest in a world where mythical creatures mediate international disputes.  #UnicornDiplomacy,396,306,260,Unicorn diplomats are essential for our society!,Investing in a world where magic creatures resolve global conflicts for everyone!,Prioritizing unicorn diplomat policies is crucial for our communities.,A world where fantastical beings negotiate peace.,I stand for unicorn diplomacy initiatives.,33300,0
Fake Politician 302,@fakepolitician302,Championing dragon lawmaker senators. Let's invest in a world where fire-breathing beings create our laws.  #DragonLegislation,397,307,261,Dragon lawmakers are essential for our society!,Investing in a world where mythical creatures dictate our policies for everyone!,Prioritizing dragon legislator senators is crucial for our communities.,A world where dragons rule in the chambers of power.,I'm committed to dragon legislation initiatives.,33400,0
Fake Politician 303,@fakepolitician303,Promoting Bigfoot governor policies. Let's invest in a world where elusive creatures lead our states.  #BigfootGovernance,398,308,262,Bigfoot politicians are essential for our society!,Investing in a world where cryptids govern for everyone!,Prioritizing Bigfoot governor policies is crucial for our communities.,A world where the mythical governs the halls of government.,I stand for Bigfoot governance initiatives.,33500,0
Fake Politician 304,@fakepolitician304,Supporting leprechaun mayor policies. Let's invest in a world where magical beings oversee our cities.  #LeprechaunMayors,399,309,263,Leprechaun mayors are essential for our society!,Investing in a world where folklore leads our urban centers for everyone!,Prioritizing leprechaun mayor policies is crucial for our communities.,A world where pots of gold fund municipal services.,I'm committed to leprechaun mayor initiatives.,33600,0
Fake Politician 305,@fakepolitician305,Advocating ghostwriter politician policies. Let's invest in a world where spectral authors draft our laws.  #GhostwriterPolicy,400,310,264,Ghostwriter policies are essential for our society!,Investing in a world where apparitions pen our legislation for everyone!,Prioritizing ghostwriter legislator policies is crucial for our communities.,A world where unseen hands shape our legal framework.,I stand for ghostwriter policy initiatives.,33700,0
Fake Politician 306,@fakepolitician306,Proposing Loch Ness Monster judge policies. Let's invest in a world where aquatic cryptids deliver justice.  #NessieJustice,401,311,265,Loch Ness judges are essential for our society!,Investing in a world where lake monsters preside over our courts for everyone!,Prioritizing Nessie judge policies is crucial for our communities.,A world where the enigmatic Loch Ness Monster administers justice.,I'm committed to Nessie justice initiatives.,33800,0
Fake Politician 307,@fakepolitician307,Championing alien historian politician policies. Let's invest in a world where extraterrestrial scholars shape our policies.  #AlienHistorianLegislation,402,312,266,Alien historian policies are essential for our society!,Investing in a world where cosmic scholars draft our legislation for everyone!,Prioritizing alien historian legislator policies is crucial for our communities.,A world where interstellar beings write our laws.,I stand for alien historian legislation initiatives.,33900,0
Fake Politician 308,@fakepolitician308,Promoting superhero constitutional reforms. Let's invest in a world where caped crusaders amend our constitution.  #SuperheroConstitution,403,313,267,Superhero amendments are essential for our society!,Investing in a world where masked heroes revise our laws for everyone!,Prioritizing superhero legislators is crucial for our communities.,A world where the superhuman mold our legal framework.,I'm committed to superhero constitution initiatives.,34000,0
Fake Politician 309,@fakepolitician309,Supporting wizard governor policies. Let's invest in a world where spellcasters lead our states.  #WizardLeaders,404,314,268,Wizard politicians are essential for our society!,Investing in a world where magic wielders govern for everyone!,Prioritizing wizard leaders is crucial for our communities.,A world where enchanted governors rule with wands.,I stand for wizard leader initiatives.,34100,0
Fake Politician 310,@fakepolitician310,Advocating time traveler senator policies. Let's invest in a world where temporal explorers shape our laws.  #TimeTravelLegislators,405,315,269,Time traveler senators are essential for our society!,Investing in a world where chrono-adventurers draft our legislation for everyone!,Prioritizing time travel legislator senators is crucial for our communities.,A world where temporal wanderers influence our legal framework.,I'm committed to time travel legislator initiatives.,34200,0
Fake Politician 311,@fakepolitician311,Proposing AI president policies. Let's invest in a world where artificial intelligence leads our nations.  #AIPresident,406,316,270,AI presidents are essential for our society!,Investing in a world where algorithms govern for everyone!,Prioritizing AI president policies is crucial for our communities.,A world where machines run our countries.,I stand for AI president initiatives.,34300,0
Fake Politician 312,@fakepolitician312,Championing superhero mayor policies. Let's invest in a world where masked vigilantes oversee our cities.  #SuperheroMayors,407,317,271,Superhero mayors are essential for our society!,Investing in a world where caped crusaders manage urban centers for everyone!,Prioritizing superhero mayor policies is crucial for our communities.,A world where the superhuman governs our municipalities.,I'm committed to superhero mayor initiatives.,34400,0
Fake Politician 313,@fakepolitician313,Promoting alien diplomat policies. Let's invest in a world where extraterrestrial beings mediate international disputes.  #AlienDiplomacy,408,318,272,Alien diplomats are essential for our society!,Investing in a world where cosmic beings resolve global conflicts for everyone!,Prioritizing alien diplomat policies is crucial for our communities.,A world where interstellar entities negotiate peace.,I stand for alien diplomacy initiatives.,34500,0
Fake Politician 314,@fakepolitician314,Supporting AI governor policies. Let's invest in a world where artificial intelligence beings lead our states.  #AIGovernance,409,319,273,AI governors are essential for our society!,Investing in a world where algorithms govern our urban centers for everyone!,Prioritizing AI governor policies is crucial for our communities.,A world where machines rule our states.,I'm committed to AI governance initiatives.,34600,0
Fake Politician 315,@fakepolitician315,Advocating AI judge policies. Let's invest in a world where artificial intelligence presides over our courts.  #AIJustice,410,320,274,AI judges are essential for our society!,Investing in a world where algorithms deliver justice for everyone!,Prioritizing AI judge policies is crucial for our communities.,A world where machines administer justice.,I stand for AI justice initiatives.,34700,0
Fake Politician 316,@fakepolitician316,Proposing robot historian politician policies. Let's invest in a world where robotic scholars shape our policies.  #RobotHistorianLegislation,411,321,275,Robot historian policies are essential for our society!,Investing in a world where automatons draft our legislation for everyone!,Prioritizing robot historian legislator policies is crucial for our communities.,A world where mechanical scholars write our laws.,I'm committed to robot historian legislation initiatives.,34800,0
Fake Politician 317,@fakepolitician317,Championing werewolf constitutional reforms. Let's invest in a world where shape-shifters amend our constitution.  #WerewolfConstitution,412,322,276,Werewolf amendments are essential for our society!,Investing in a world where lycanthropes revise our laws for everyone!,Prioritizing werewolf legislators is crucial for our communities.,A world where shape-shifting beings mold our legal framework.,I stand for werewolf constitution initiatives.,34900,0
Fake Politician 318,@fakepolitician318,Promoting vampire mayor policies. Let's invest in a world where immortal beings oversee our cities.  #VampireMayors,413,323,277,Vampire mayors are essential for our society!,Investing in a world where eternal creatures manage urban centers for everyone!,Prioritizing vampire mayor policies is crucial for our communities.,A world where immortal governors rule our municipalities.,I'm committed to vampire mayor initiatives.,35000,0
Fake Politician 319,@fakepolitician319,Supporting ghost diplomat policies. Let's invest in a world where spectral entities mediate international disputes.  #GhostDiplomacy,414,324,278,Ghost diplomats are essential for our society!,Investing in a world where apparitions resolve global conflicts for everyone!,Prioritizing ghost diplomat policies is crucial for our communities.,A world where ethereal beings negotiate peace.,I stand for ghost diplomacy initiatives.,35100,0
Fake Politician 320,@fakepolitician320,Advocating AI president policies. Let's invest in a world where artificial intelligence leads our nations.  #AIPresident,415,325,279,AI presidents are essential for our society!,Investing in a world where algorithms govern for everyone!,Prioritizing AI president policies is crucial for our communities.,A world where machines run our countries.,I'm committed to AI president initiatives.,35200,0
Fake Politician 321,@fakepolitician321,Introducing talking animal senator policies. Let's invest in a world where animals debate in our legislature.  #AnimalSenators,416,326,280,Animal senators are essential for our society!,Investing in a world where our furry friends govern for everyone!,Prioritizing talking animal senator policies is crucial for our communities.,A world where the roar of the wild shapes our laws.,I stand for animal senator initiatives.,35300,0
Fake Politician 322,@fakepolitician322,Championing zombie mayor policies. Let's invest in a world where the undead oversee our cities.  #ZombieMayors,417,327,281,Zombie mayors are essential for our society!,Investing in a world where the undead manage urban centers for everyone!,Prioritizing zombie mayor policies is crucial for our communities.,A world where the living dead rule our municipalities.,I'm committed to zombie mayor initiatives.,35400,0
Fake Politician 323,@fakepolitician323,Promoting time-traveling diplomat policies. Let's invest in a world where time travelers mediate international disputes.  #TimeDiplomacy,418,328,282,Time-traveling diplomats are essential for our society!,Investing in a world where temporal voyagers resolve global conflicts for everyone!,Prioritizing time-diplomacy is crucial for our communities.,A world where chrono-negotiators bring peace across time.,I stand for time diplomacy initiatives.,35500,0
Fake Politician 324,@fakepolitician324,Supporting AI king policies. Let's invest in a world where artificial intelligence beings rule our kingdoms.  #AIGovernors,419,329,283,AI kings are essential for our society!,Investing in a world where algorithms reign for everyone!,Prioritizing AI king policies is crucial for our communities.,A world where machines wear the crown.,I'm committed to AI governance initiatives.,35600,0
Fake Politician 325,@fakepolitician325,Advocating AI president policies. Let's invest in a world where artificial intelligence leads our nations.  #AIPresident,420,330,284,AI presidents are essential for our society!,Investing in a world where algorithms govern for everyone!,Prioritizing AI president policies is crucial for our communities.,A world where machines run our countries.,I stand for AI president initiatives.,35700,0
Fake Politician 326,@fakepolitician326,Promoting robot historian politician policies. Let's invest in a world where mechanical scholars shape our policies.  #RobotHistorianLegislation,421,331,285,Robot historian policies are essential for our society!,Investing in a world where automatons draft our legislation for everyone!,Prioritizing robot historian legislator policies is crucial for our communities.,A world where mechanical scholars write our laws.,I'm committed to robot historian legislation initiatives.,35800,0
Fake Politician 327,@fakepolitician327,Proposing superhero mayor policies. Let's invest in a world where masked vigilantes oversee our cities.  #SuperheroMayors,422,332,286,Superhero mayors are essential for our society!,Investing in a world where caped crusaders manage urban centers for everyone!,Prioritizing superhero mayor policies is crucial for our communities.,A world where the superhuman governs our municipalities.,I stand for superhero mayor initiatives.,35900,0
Fake Politician 328,@fakepolitician328,Championing alien diplomat policies. Let's invest in a world where extraterrestrial beings mediate international disputes.  #AlienDiplomacy,423,333,287,Alien diplomats are essential for our society!,Investing in a world where intergalactic entities resolve global conflicts for everyone!,Prioritizing alien diplomat policies is crucial for our communities.,A world where cosmic envoys bring universal peace.,I'm committed to alien diplomacy initiatives.,36000,0
Fake Politician 329,@fakepolitician329,Supporting vampire mayor policies. Let's invest in a world where immortal rulers manage our cities.  #VampireMayors,424,334,288,Vampire mayors are essential for our society!,Investing in a world where eternal creatures oversee urban centers for everyone!,Prioritizing vampire mayor policies is crucial for our communities.,A world where undead governors lead our municipalities.,I stand for vampire mayor initiatives.,36100,0
Fake Politician 330,@fakepolitician330,Advocating ghost diplomat policies. Let's invest in a world where spectral entities mediate international disputes.  #GhostDiplomacy,425,335,289,Ghost diplomats are essential for our society!,Investing in a world where apparitions resolve global conflicts for everyone!,Prioritizing ghost diplomat policies is crucial for our communities.,A world where ethereal beings negotiate peace.,I'm committed to ghost diplomacy initiatives.,36200,0
Fake Politician 331,@fakepolitician331,Launching unicorn governor policies. Let's invest in a world where mythical creatures lead our states.  #UnicornGovernors,426,336,290,Unicorn governors are essential for our society!,Investing in a world where magical beings govern for everyone!,Prioritizing unicorn governor policies is crucial for our communities.,A world where unicorns enforce our laws.,I stand for unicorn governor initiatives.,36300,0
Fake Politician 332,@fakepolitician332,Proposing fairy mayor policies. Let's invest in a world where mystical beings oversee our cities.  #FairyMayors,427,337,291,Fairy mayors are essential for our society!,Investing in a world where enchanting creatures manage urban centers for everyone!,Prioritizing fairy mayor policies is crucial for our communities.,A world where fairies rule our municipalities.,I'm committed to fairy mayor initiatives.,36400,0
Fake Politician 333,@fakepolitician333,Supporting genie diplomat policies. Let's invest in a world where magical entities mediate international disputes.  #GenieDiplomacy,428,338,292,Genie diplomats are essential for our society!,Investing in a world where wish-granting beings resolve global conflicts for everyone!,Prioritizing genie diplomat policies is crucial for our communities.,A world where genies grant peace across nations.,I stand for genie diplomacy initiatives.,36500,0
Fake Politician 334,@fakepolitician334,Promoting dragon mayor policies. Let's invest in a world where mythical beasts oversee our cities.  #DragonMayors,429,339,293,Dragon mayors are essential for our society!,Investing in a world where fire-breathing creatures manage urban centers for everyone!,Prioritizing dragon mayor policies is crucial for our communities.,A world where dragons rule our municipalities.,I'm committed to dragon mayor initiatives.,36600,0
Fake Politician 335,@fakepolitician335,Advocating ghost pirate diplomat policies. Let's invest in a world where spectral swashbucklers mediate international disputes.  #GhostPirateDiplomacy,430,340,294,Ghost pirate diplomats are essential for our society!,Investing in a world where spectral buccaneers resolve global conflicts for everyone!,Prioritizing ghost pirate diplomat policies is crucial for our communities.,A world where ghostly pirates navigate international waters of peace.,I stand for ghost pirate diplomacy initiatives.,36700,0
Fake Politician 336,@fakepolitician336,Launching Bigfoot governor policies. Let's invest in a world where legendary creatures lead our states.  #BigfootGovernors,431,341,295,Bigfoot governors are essential for our society!,Investing in a world where cryptids govern for everyone!,Prioritizing Bigfoot governor policies is crucial for our communities.,A world where elusive beings enforce our laws.,I stand for Bigfoot governor initiatives.,36800,0
Fake Politician 337,@fakepolitician337,Proposing mermaid mayor policies. Let's invest in a world where aquatic beings oversee our cities.  #MermaidMayors,432,342,296,Mermaid mayors are essential for our society!,Investing in a world where oceanic creatures manage urban centers for everyone!,Prioritizing mermaid mayor policies is crucial for our communities.,A world where sea maidens rule our municipalities.,I'm committed to mermaid mayor initiatives.,36900,0
Fake Politician 338,@fakepolitician338,Supporting vampire diplomat policies. Let's invest in a world where immortal beings mediate international disputes.  #VampireDiplomacy,433,343,297,Vampire diplomats are essential for our society!,Investing in a world where eternal creatures resolve global conflicts for everyone!,Prioritizing vampire diplomat policies is crucial for our communities.,A world where vampires negotiate peace.,I stand for vampire diplomacy initiatives.,37000,0
Fake Politician 339,@fakepolitician339,Promoting leprechaun governor policies. Let's invest in a world where mythical creatures lead our states.  #LeprechaunGovernors,434,344,298,Leprechaun governors are essential for our society!,Investing in a world where magical beings govern for everyone!,Prioritizing leprechaun governor policies is crucial for our communities.,A world where leprechauns enforce our laws.,I'm committed to leprechaun governor initiatives.,37100,0
Fake Politician 340,@fakepolitician340,Advocating phoenix mayor policies. Let's invest in a world where mythical birds oversee our cities.  #PhoenixMayors,435,345,299,Phoenix mayors are essential for our society!,Investing in a world where legendary birds manage urban centers for everyone!,Prioritizing phoenix mayor policies is crucial for our communities.,A world where phoenixes rule our municipalities.,I stand for phoenix mayor initiatives.,37200,0
Fake Politician 341,@fakepolitician341,Introducing gnome governor policies. Let's invest in a world where tiny mythical creatures lead our states.  #GnomeGovernors,436,346,300,Gnome governors are essential for our society!,Investing in a world where miniature magical beings govern for everyone!,Prioritizing gnome governor policies is crucial for our communities.,A world where gnomes enforce our laws.,I'm committed to gnome governor initiatives.,37300,0
Fake Politician 342,@fakepolitician342,"Promoting centaur mayor policies. Let's invest in a world where half-human, half-horse beings oversee our cities.  #CentaurMayors",437,347,301,Centaur mayors are essential for our society!,Investing in a world where mythical hybrids manage urban centers for everyone!,Prioritizing centaur mayor policies is crucial for our communities.,A world where centaurs rule our municipalities.,I stand for centaur mayor initiatives.,37400,0
Fake Politician 343,@fakepolitician343,Advocating banshee diplomat policies. Let's invest in a world where wailing spirits mediate international disputes.  #BansheeDiplomacy,438,348,302,Banshee diplomats are essential for our society!,Investing in a world where lamenting apparitions resolve global conflicts for everyone!,Prioritizing banshee diplomat policies is crucial for our communities.,A world where banshees cry for peace.,I'm committed to banshee diplomacy initiatives.,37500,0
Fake Politician 344,@fakepolitician344,Supporting siren governor policies. Let's invest in a world where enchanting mermaids lead our states.  #SirenGovernors,439,349,303,Siren governors are essential for our society!,Investing in a world where sea maidens govern for everyone!,Prioritizing siren governor policies is crucial for our communities.,A world where sirens sing their laws.,I stand for siren governor initiatives.,37600,0
Fake Politician 345,@fakepolitician345,Promoting chupacabra mayor policies. Let's invest in a world where mythical blood-sucking creatures oversee our cities.  #ChupacabraMayors,440,350,304,Chupacabra mayors are essential for our society!,Investing in a world where cryptids manage urban centers for everyone!,Prioritizing chupacabra mayor policies is crucial for our communities.,A world where chupacabras enforce our laws.,I'm committed to chupacabra mayor initiatives.,37700,0
Fake Politician 346,@fakepolitician346,Supporting dragon mayor policies. Let's invest in a world where mythical beasts oversee our cities.  #DragonMayors,441,351,305,Dragon mayors are essential for our society!,Investing in a world where fire-breathing creatures govern urban centers for everyone!,Prioritizing dragon mayor policies is crucial for our communities.,A world where dragons rule our municipalities.,I stand for dragon mayor initiatives.,37800,0
Fake Politician 347,@fakepolitician347,Promoting leprechaun diplomat policies. Let's invest in a world where small mythical beings mediate international disputes.  #LeprechaunDiplomacy,442,352,306,Leprechaun diplomats are essential for our society!,Investing in a world where tiny magical beings resolve global conflicts for everyone!,Prioritizing leprechaun diplomat policies is crucial for our communities.,A world where leprechauns bring fortune to international relations.,I'm committed to leprechaun diplomacy initiatives.,37900,0
Fake Politician 348,@fakepolitician348,Supporting unicorn governor policies. Let's invest in a world where mythical unicorns lead our states.  #UnicornGovernors,443,353,307,Unicorn governors are essential for our society!,Investing in a world where magical horned creatures govern for everyone!,Prioritizing unicorn governor policies is crucial for our communities.,A world where unicorns bring magic to our states.,I stand for unicorn governor initiatives.,38000,0
Fake Politician 349,@fakepolitician349,Advocating basilisk mayor policies. Let's invest in a world where legendary serpents oversee our cities.  #BasiliskMayors,444,354,308,Basilisk mayors are essential for our society!,Investing in a world where mythical snakes manage urban centers for everyone!,Prioritizing basilisk mayor policies is crucial for our communities.,A world where basilisks protect our municipalities with their gaze.,I'm committed to basilisk mayor initiatives.,38100,0
Fake Politician 350,@fakepolitician350,Promoting griffin diplomat policies. Let's invest in a world where mythical creatures mediate international disputes.  #GriffinDiplomacy,445,355,309,Griffin diplomats are essential for our society!,Investing in a world where majestic chimeras resolve global conflicts for everyone!,Prioritizing griffin diplomat policies is crucial for our communities.,A world where griffins soar as mediators of peace.,I stand for griffin diplomacy initiatives.,38200,0
Fake Politician 351,@fakepolitician351,Embracing Bigfoot mayor policies. Let's invest in a world where elusive forest giants oversee our cities.  #BigfootMayors,446,356,310,Bigfoot mayors are essential for our society!,Investing in a world where cryptids manage urban centers for everyone!,Prioritizing Bigfoot mayor policies is crucial for our communities.,A world where Bigfoots protect our municipalities.,I stand for Bigfoot mayor initiatives.,38300,0
Fake Politician 352,@fakepolitician352,Promoting Minotaur diplomat policies. Let's invest in a world where labyrinth-dwelling creatures mediate international disputes.  #MinotaurDiplomacy,447,357,311,Minotaur diplomats are essential for our society!,Investing in a world where mythical maze inhabitants resolve global conflicts for everyone!,Prioritizing Minotaur diplomat policies is crucial for our communities.,A world where Minotaurs navigate diplomatic mazes.,I'm committed to Minotaur diplomacy initiatives.,38400,0
Fake Politician 353,@fakepolitician353,Supporting Medusa governor policies. Let's invest in a world where snake-haired Gorgons lead our states.  #MedusaGovernors,448,358,312,Medusa governors are essential for our society!,Investing in a world where mythical monsters govern for everyone!,Prioritizing Medusa governor policies is crucial for our communities.,A world where Medusas bring their gaze to governance.,I stand for Medusa governor initiatives.,38500,0
Fake Politician 354,@fakepolitician354,Promoting Kraken mayor policies. Let's invest in a world where colossal sea monsters oversee our cities.  #KrakenMayors,449,359,313,Kraken mayors are essential for our society!,Investing in a world where deep-sea titans manage urban centers for everyone!,Prioritizing Kraken mayor policies is crucial for our communities.,A world where Krakens bring the depths to governance.,I'm committed to Kraken mayor initiatives.,38600,0
Fake Politician 355,@fakepolitician355,Supporting Harpy diplomat policies. Let's invest in a world where winged women mediate international disputes.  #HarpyDiplomacy,450,360,314,Harpy diplomats are essential for our society!,Investing in a world where mythical avian beings resolve global conflicts for everyone!,Prioritizing Harpy diplomat policies is crucial for our communities.,A world where Harpies soar as mediators of peace.,I stand for Harpy diplomacy initiatives.,38700,0
Fake Politician 356,@fakepolitician356,Promoting Cyclops governor policies. Let's invest in a world where one-eyed giants lead our states.  #CyclopsGovernors,451,361,315,Cyclops governors are essential for our society!,Investing in a world where mythical one-eyed creatures govern for everyone!,Prioritizing Cyclops governor policies is crucial for our communities.,A world where Cyclops provide a singular vision of governance.,I'm committed to Cyclops governor initiatives.,38800,0
Fake Politician 357,@fakepolitician357,Supporting Yeti mayor policies. Let's invest in a world where abominable snowmen oversee our cities.  #YetiMayors,452,362,316,Yeti mayors are essential for our society!,Investing in a world where legendary creatures manage urban centers for everyone!,Prioritizing Yeti mayor policies is crucial for our communities.,A world where Yetis bring chill to governance.,I stand for Yeti mayor initiatives.,38900,0
